3.981569999999999823e+02,3.987269999999999754e+02,3.983559999999999945e+02,3.979590000000000032e+02,3.980670000000000073e+02,3.978729999999999905e+02,3.979929999999999950e+02,3.980749999999999886e+02,3.983050000000000068e+02,3.975910000000000082e+02,3.973260000000000218e+02,3.977420000000000186e+02,3.981580000000000155e+02,3.985190000000000055e+02,3.992860000000000014e+02,3.990720000000000027e+02,3.993129999999999882e+02,3.997099999999999795e+02,3.999030000000000200e+02,3.998709999999999809e+02,4.003519999999999754e+02,4.006859999999999786e+02,4.001059999999999945e+02,4.004239999999999782e+02
4.063290000000000077e+02,4.063059999999999832e+02,4.063290000000000077e+02,4.062909999999999968e+02,4.062359999999999900e+02,4.058929999999999723e+02,4.062570000000000050e+02,4.062679999999999723e+02,4.057520000000000095e+02,4.054759999999999991e+02,4.051999999999999886e+02,4.062060000000000173e+02,4.072120000000000459e+02,4.062590000000000146e+02,4.072259999999999991e+02,4.077909999999999968e+02,4.078439999999999941e+02,4.079010000000000105e+02,4.080210000000000150e+02,4.072429999999999950e+02,4.065350000000000250e+02,4.067889999999999873e+02,4.072869999999999777e+02,4.073349999999999795e+02
3.978299999999999841e+02,3.978500000000000227e+02,3.979270000000000209e+02,3.985679999999999836e+02,3.985330000000000155e+02,3.983639999999999759e+02,3.988330000000000268e+02,3.989359999999999786e+02,3.990269999999999868e+02,3.992250000000000227e+02,4.001309999999999718e+02,4.001309999999999718e+02,4.001309999999999718e+02,3.997549999999999955e+02,4.005179999999999723e+02,3.995529999999999973e+02,4.001680000000000064e+02,3.998840000000000146e+02,4.003070000000000164e+02,4.004420000000000073e+02,4.005090000000000146e+02,4.007280000000000086e+02,4.008799999999999955e+02,4.021050000000000182e+02
4.024110000000000014e+02,4.024069999999999823e+02,4.026329999999999814e+02,4.026270000000000095e+02,4.021000000000000227e+02,4.022470000000000141e+02,4.024010000000000105e+02,4.020539999999999736e+02,4.019300000000000068e+02,4.016109999999999900e+02,4.014080000000000155e+02,4.011250000000000000e+02,4.008419999999999845e+02,4.007409999999999854e+02,4.003679999999999950e+02,3.993820000000000050e+02,3.988000000000000114e+02,3.998109999999999786e+02,4.000230000000000246e+02,4.000640000000000214e+02,4.002429999999999950e+02,4.003460000000000036e+02,4.003179999999999836e+02,4.001659999999999968e+02
4.001299999999999955e+02,4.001759999999999877e+02,4.002409999999999854e+02,4.003009999999999877e+02,4.002370000000000232e+02,4.001109999999999900e+02,4.002620000000000005e+02,4.003809999999999718e+02,4.005310000000000059e+02,4.001390000000000100e+02,3.982679999999999723e+02,3.977889999999999873e+02,3.973100000000000023e+02,3.968389999999999986e+02,3.968650000000000091e+02,3.969490000000000123e+02,3.979429999999999836e+02,3.986709999999999923e+02,3.983389999999999986e+02,3.987649999999999864e+02,3.985079999999999814e+02,3.982599999999999909e+02,3.976329999999999814e+02,3.973980000000000246e+02
3.976809999999999832e+02,3.957370000000000232e+02,3.965269999999999868e+02,3.960439999999999827e+02,3.963460000000000036e+02,3.963559999999999945e+02,3.963620000000000232e+02,3.962839999999999918e+02,3.959139999999999873e+02,3.955969999999999800e+02,3.965400000000000205e+02,3.965179999999999723e+02,3.964959999999999241e+02,3.943700000000000045e+02,3.929209999999999923e+02,3.915000000000000000e+02,3.908480000000000132e+02,3.905509999999999877e+02,3.911089999999999804e+02,3.911329999999999814e+02,3.928650000000000091e+02,3.921700000000000159e+02,3.926200000000000045e+02,3.927320000000000277e+02
3.996150000000000091e+02,3.997710000000000150e+02,3.999689999999999941e+02,4.013220000000000027e+02,3.994909999999999854e+02,3.991440000000000055e+02,3.997250000000000227e+02,3.998940000000000055e+02,3.974250000000000114e+02,3.928330000000000268e+02,3.935799999999999841e+02,3.985140000000000100e+02,4.034480000000000359e+02,3.940649999999999977e+02,3.946190000000000282e+02,3.926739999999999782e+02,3.914879999999999995e+02,3.915120000000000005e+02,3.922989999999999782e+02,3.926019999999999754e+02,3.951669999999999732e+02,3.962219999999999800e+02,3.973919999999999959e+02,3.968929999999999723e+02
3.965790000000000077e+02,3.964340000000000259e+02,3.961999999999999886e+02,3.963759999999999764e+02,3.964959999999999809e+02,3.966129999999999995e+02,3.967520000000000095e+02,3.970299999999999727e+02,3.968740000000000236e+02,3.957060000000000173e+02,3.952370000000000232e+02,3.947080000000000268e+02,3.941790000000000305e+02,3.934119999999999777e+02,3.917579999999999814e+02,3.937239999999999895e+02,3.948539999999999850e+02,3.959470000000000027e+02,3.978059999999999832e+02,3.988919999999999959e+02,3.995880000000000223e+02,4.001190000000000282e+02,4.001329999999999814e+02,4.004710000000000036e+02
3.989420000000000073e+02,3.986139999999999759e+02,3.984780000000000086e+02,3.986639999999999873e+02,4.003820000000000050e+02,4.005699999999999932e+02,4.014119999999999777e+02,4.022539999999999623e+02,4.030959999999999468e+02,4.039379999999999313e+02,4.047799999999999159e+02,4.056219999999999004e+02,4.064639999999998849e+02,4.017799999999999727e+02,4.010539999999999736e+02,4.007370000000000232e+02,3.998360000000000127e+02,3.991859999999999786e+02,3.996619999999999777e+02,4.009239999999999782e+02,4.007080000000000268e+02,4.000790000000000077e+02,4.008670000000000186e+02,4.016949999999999932e+02
4.012970000000000255e+02,4.013360000000000127e+02,4.013809999999999718e+02,4.009200000000000159e+02,4.009279999999999973e+02,4.007139999999999986e+02,4.003220000000000027e+02,4.001510000000000105e+02,3.999110000000000014e+02,4.001179999999999950e+02,4.011899999999999977e+02,4.010980000000000132e+02,4.010060000000000286e+02,4.013910000000000196e+02,4.018430000000000177e+02,4.023849999999999909e+02,4.033890000000000100e+02,4.053809999999999718e+02,4.039879999999999995e+02,4.044809999999999945e+02,4.031899999999999977e+02,4.030500000000000114e+02,4.029710000000000036e+02,4.016940000000000168e+02
