times,Day,Month,Date,CO2,Year,wd,Windgeschwindigkeit,Windrichtung,temp,Luftfeuchtigkeit,Bedeckungsgrad,Pressure,Intensity
8,23,6,2016-06-23,405.752,2016,Donnerstag,2.6,60,13,9,0,723.2,0.0173302137689373
8,23,8,2016-08-23,396.874,2016,Dienstag,5.2,10,4.6,79,1,723.5,0.016778730924467737
8,25,7,2016-07-25,399.027,2016,Montag,0.8,340,5.7,100,NA,717.7,0.017628800986377265
8,26,7,2016-07-26,401.93,2016,Dienstag,0.9,30,6.2,86,7,718.1,0.017612320122242574
8,27,7,2016-07-27,400.531,2016,Mittwoch,1.4,290,5.3,79,7,716.9,0.017594560439448223
8,27,8,2016-08-27,399.911,2016,Samstag,2,170,12,57,0,721.7,0.01661469751371932
8,28,7,2016-07-28,395.914,2016,Donnerstag,2.7,150,4.1,89,7,715.6,0.017575549464423273
8,28,8,2016-08-28,403.656,2016,Sonntag,1.4,80,9.3,77,4,720.6,0.016572533461315105
8,NA,NA,2016-08-26,NA,NA,NA,4.8,340,10.7,27,0,721.1,NA
8,NA,NA,2016-08-31,NA,NA,NA,1.7,180,7,75,1,719,NA
9,1,9,2016-09-01,399.582,2016,Donnerstag,4.7,280,3.4,100,NA,720.1,0.019631004386316705
9,7,6,2016-06-07,397.591,2016,Dienstag,1.8,10,2.7,73,3,717.7,0.01983362677554506
9,8,8,2016-08-08,392.833,2016,Montag,3.3,360,5.5,67,1,720.2,0.021011781107201744
9,9,9,2016-09-09,400.293,2016,Freitag,3.7,140,4.4,95,7,716.7,0.01903400175405809
9,23,6,2016-06-23,405.476,2016,Donnerstag,2.3,70,12.4,10,0,723.4,0.020984255827904304
9,23,8,2016-08-23,395.706,2016,Dienstag,4.4,360,5.7,74,1,723.6,0.02018942626402125
9,25,7,2016-07-25,399.225,2016,Montag,1,310,6.3,97,NA,717.7,0.02146266854758387
9,26,7,2016-07-26,401.611,2016,Dienstag,1,70,6.7,88,6,718.3,0.021438991915396582
9,27,7,2016-07-27,400.139,2016,Mittwoch,1.1,50,7.1,77,6,716.9,0.021413271810002202
9,27,8,2016-08-27,400.118,2016,Samstag,3,140,11.4,63,1,721.9,0.019951500875456715
9,28,7,2016-07-28,395.597,2016,Donnerstag,3.3,150,5,91,7,715.7,0.021385559050363257
9,28,8,2016-08-28,404.294,2016,Sonntag,2.5,140,8.6,83,6,720.6,0.019888730727474078
9,NA,NA,2016-08-26,NA,NA,NA,3.3,340,10.9,26,0,721.5,NA
9,NA,NA,2016-08-31,NA,NA,NA,2.7,140,6.5,81,2,719.3,NA
